policy,runid,outcome,survival_s,targets,pos_err_cm,yaw_err_deg,pelvis_speed_mps,head_speed_mps,s0_e_legs_upper_j,s0_e_legs_lower_j,s0_e_waist_j,s0_e_arms_upper_j,s0_e_arms_lower_j,s0_v_legs_upper_krads2,s0_v_legs_lower_krads2,s0_v_waist_krads2,s0_v_arms_upper_krads2,s0_v_arms_lower_krads2,s0_steps,s0_touchdown_mps,s0_peak_grf_bw,s0_stomp_j,s1_e_legs_upper_j,s1_e_legs_lower_j,s1_e_waist_j,s1_e_arms_upper_j,s1_e_arms_lower_j,s1_v_legs_upper_krads2,s1_v_legs_lower_krads2,s1_v_waist_krads2,s1_v_arms_upper_krads2,s1_v_arms_lower_krads2,s1_steps,s1_touchdown_mps,s1_peak_grf_bw,s1_stomp_j,s2_e_legs_upper_j,s2_e_legs_lower_j,s2_e_waist_j,s2_e_arms_upper_j,s2_e_arms_lower_j,s2_v_legs_upper_krads2,s2_v_legs_lower_krads2,s2_v_waist_krads2,s2_v_arms_upper_krads2,s2_v_arms_lower_krads2,s2_steps,s2_touchdown_mps,s2_peak_grf_bw,s2_stomp_j,s3_e_legs_upper_j,s3_e_legs_lower_j,s3_e_waist_j,s3_e_arms_upper_j,s3_e_arms_lower_j,s3_v_legs_upper_krads2,s3_v_legs_lower_krads2,s3_v_waist_krads2,s3_v_arms_upper_krads2,s3_v_arms_lower_krads2,s3_steps,s3_touchdown_mps,s3_peak_grf_bw,s3_stomp_j,s4_e_legs_upper_j,s4_e_legs_lower_j,s4_e_waist_j,s4_e_arms_upper_j,s4_e_arms_lower_j,s4_v_legs_upper_krads2,s4_v_legs_lower_krads2,s4_v_waist_krads2,s4_v_arms_upper_krads2,s4_v_arms_lower_krads2,s4_steps,s4_touchdown_mps,s4_peak_grf_bw,s4_stomp_j,s5_e_legs_upper_j,s5_e_legs_lower_j,s5_e_waist_j,s5_e_arms_upper_j,s5_e_arms_lower_j,s5_v_legs_upper_krads2,s5_v_legs_lower_krads2,s5_v_waist_krads2,s5_v_arms_upper_krads2,s5_v_arms_lower_krads2,s5_steps,s5_touchdown_mps,s5_peak_grf_bw,s5_stomp_j,s6_e_legs_upper_j,s6_e_legs_lower_j,s6_e_waist_j,s6_e_arms_upper_j,s6_e_arms_lower_j,s6_v_legs_upper_krads2,s6_v_legs_lower_krads2,s6_v_waist_krads2,s6_v_arms_upper_krads2,s6_v_arms_lower_krads2,s6_steps,s6_touchdown_mps,s6_peak_grf_bw,s6_stomp_j,s7_e_legs_upper_j,s7_e_legs_lower_j,s7_e_waist_j,s7_e_arms_upper_j,s7_e_arms_lower_j,s7_v_legs_upper_krads2,s7_v_legs_lower_krads2,s7_v_waist_krads2,s7_v_arms_upper_krads2,s7_v_arms_lower_krads2,s7_steps,s7_touchdown_mps,s7_peak_grf_bw,s7_stomp_j,s8_e_legs_upper_j,s8_e_legs_lower_j,s8_e_waist_j,s8_e_arms_upper_j,s8_e_arms_lower_j,s8_v_legs_upper_krads2,s8_v_legs_lower_krads2,s8_v_waist_krads2,s8_v_arms_upper_krads2,s8_v_arms_lower_krads2,s8_steps,s8_touchdown_mps,s8_peak_grf_bw,s8_stomp_j,s9_e_legs_upper_j,s9_e_legs_lower_j,s9_e_waist_j,s9_e_arms_upper_j,s9_e_arms_lower_j,s9_v_legs_upper_krads2,s9_v_legs_lower_krads2,s9_v_waist_krads2,s9_v_arms_upper_krads2,s9_v_arms_lower_krads2,s9_steps,s9_touchdown_mps,s9_peak_grf_bw,s9_stomp_j,s10_e_legs_upper_j,s10_e_legs_lower_j,s10_e_waist_j,s10_e_arms_upper_j,s10_e_arms_lower_j,s10_v_legs_upper_krads2,s10_v_legs_lower_krads2,s10_v_waist_krads2,s10_v_arms_upper_krads2,s10_v_arms_lower_krads2,s10_steps,s10_touchdown_mps,s10_peak_grf_bw,s10_stomp_j,s11_e_legs_upper_j,s11_e_legs_lower_j,s11_e_waist_j,s11_e_arms_upper_j,s11_e_arms_lower_j,s11_v_legs_upper_krads2,s11_v_legs_lower_krads2,s11_v_waist_krads2,s11_v_arms_upper_krads2,s11_v_arms_lower_krads2,s11_steps,s11_touchdown_mps,s11_peak_grf_bw,s11_stomp_j,s12_e_legs_upper_j,s12_e_legs_lower_j,s12_e_waist_j,s12_e_arms_upper_j,s12_e_arms_lower_j,s12_v_legs_upper_krads2,s12_v_legs_lower_krads2,s12_v_waist_krads2,s12_v_arms_upper_krads2,s12_v_arms_lower_krads2,s12_steps,s12_touchdown_mps,s12_peak_grf_bw,s12_stomp_j,s13_e_legs_upper_j,s13_e_legs_lower_j,s13_e_waist_j,s13_e_arms_upper_j,s13_e_arms_lower_j,s13_v_legs_upper_krads2,s13_v_legs_lower_krads2,s13_v_waist_krads2,s13_v_arms_upper_krads2,s13_v_arms_lower_krads2,s13_steps,s13_touchdown_mps,s13_peak_grf_bw,s13_stomp_j,s14_e_legs_upper_j,s14_e_legs_lower_j,s14_e_waist_j,s14_e_arms_upper_j,s14_e_arms_lower_j,s14_v_legs_upper_krads2,s14_v_legs_lower_krads2,s14_v_waist_krads2,s14_v_arms_upper_krads2,s14_v_arms_lower_krads2,s14_steps,s14_touchdown_mps,s14_peak_grf_bw,s14_stomp_j,s15_e_legs_upper_j,s15_e_legs_lower_j,s15_e_waist_j,s15_e_arms_upper_j,s15_e_arms_lower_j,s15_v_legs_upper_krads2,s15_v_legs_lower_krads2,s15_v_waist_krads2,s15_v_arms_upper_krads2,s15_v_arms_lower_krads2,s15_steps,s15_touchdown_mps,s15_peak_grf_bw,s15_stomp_j,s16_e_legs_upper_j,s16_e_legs_lower_j,s16_e_waist_j,s16_e_arms_upper_j,s16_e_arms_lower_j,s16_v_legs_upper_krads2,s16_v_legs_lower_krads2,s16_v_waist_krads2,s16_v_arms_upper_krads2,s16_v_arms_lower_krads2,s16_steps,s16_touchdown_mps,s16_peak_grf_bw,s16_stomp_j,s17_e_legs_upper_j,s17_e_legs_lower_j,s17_e_waist_j,s17_e_arms_upper_j,s17_e_arms_lower_j,s17_v_legs_upper_krads2,s17_v_legs_lower_krads2,s17_v_waist_krads2,s17_v_arms_upper_krads2,s17_v_arms_lower_krads2,s17_steps,s17_touchdown_mps,s17_peak_grf_bw,s17_stomp_j
gr00t_wbc_h074_p000,1024,fell,51.68,11,25.0004,10.9036,1.05157,2.5517,384.532,35.536,8.35719,24.1306,2.42049,35.3802,17.9572,6.37118,15.0378,2.73601,17,0.410199,1.44243,1.53269,323.704,20.9339,7.87593,18.6646,2.33692,26.3866,12.5578,5.02849,13.2152,2.71711,17,0.339871,1.22496,1.21492,148.104,15.9275,5.32096,30.7334,2.37403,14.0377,7.32993,3.1045,7.16954,2.03973,6,0.539775,1.94848,1.96691,349.496,41.3974,10.7053,23.2675,2.09434,26.6412,14.9376,5.2811,14.1099,2.40839,15,0.407137,1.29843,1.4211,242.393,25.088,7.21095,24.5111,1.88898,18.266,11.881,4.19269,8.82943,1.83162,12,0.373055,1.30654,1.21962,330.524,38.0339,9.67856,25.8779,1.84599,24.2413,13.1787,4.78508,10.8436,2.33604,10,0.514475,2.28559,2.27222,434.585,44.7549,11.4964,24.4372,1.62147,30.9689,17.1189,5.4621,12.064,3.54422,17,0.451304,1.25394,1.61996,591.243,58.0219,16.052,37.0955,2.34369,40.2607,22.8984,7.74499,19.5853,3.63805,13,0.603944,2.0768,2.53638,398.596,66.3276,20.1139,35.682,1.81044,30.219,18.1538,6.20204,13.4825,2.46167,15,0.558271,2.1512,2.07935,315.242,48.3868,9.81534,23.3939,1.28965,20.7322,13.9589,4.11886,11.1884,1.75545,11,0.49457,1.43043,1.48978,1841.97,171.7,63.7362,38.5365,0.849642,76.1201,27.4238,11.6791,25.4013,3.07186,4,0.475239,1.78499,4.4844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr00t_wbc_h074_p000,1025,complete,90,18,15.8751,3.28365,0.0467965,0.0521907,316.55,30.4152,6.96707,18.4011,1.1534,27.385,12.9433,5.27664,11.3106,1.60742,15,0.39731,1.30187,1.32896,329.297,54.0752,9.35951,25.8644,1.89024,21.604,13.6605,3.8094,9.97409,1.98717,8,0.567182,1.72344,2.1074,240.617,22.179,5.99026,20.3838,1.06725,21.4472,10.5913,4.48812,9.89677,1.89252,11,0.45266,1.5083,1.76787,242.795,23.4939,6.86217,17.031,1.8484,21.5504,10.5875,4.38117,9.54944,1.67973,10,0.461964,1.99109,1.47001,320.354,37.9384,8.65477,17.1248,2.55321,27.1612,16.2913,5.29546,12.2041,2.42541,13,0.548603,1.8915,2.10472,296.342,46.8905,8.62438,19.938,1.07416,23.2535,15.211,4.1514,12.3063,1.78915,9,0.621937,2.15338,2.77374,268.661,28.9016,5.82826,12.2865,1.74562,22.2648,9.45862,4.13514,10.5495,1.7789,9,0.489378,2.1976,2.00947,1090.5,119.886,32.362,152.373,9.49799,71.6457,32.5539,12.1011,32.39,9.93564,20,0.489008,1.73712,3.86645,399.396,42.1816,8.46684,32.9481,1.52171,33.2056,20.9988,5.52472,12.4074,2.94136,19,0.432975,1.15646,1.40928,348.093,31.8519,8.94832,32.6355,2.88022,29.0274,11.4205,5.58581,15.4481,2.60679,11,0.592951,2.69586,2.59939,372.5,43.6185,9.17463,12.9556,2.17156,28.3802,16.0935,5.13072,10.352,2.06731,12,0.53019,1.92323,2.33502,348.973,31.9314,8.51769,20.9011,3.09386,27.7033,13.1545,5.62235,13.7173,2.40941,14,0.423704,1.5548,1.27772,458.836,43.4291,29.6758,198.108,14.4108,36.7569,17.4458,6.92431,31.5154,7.5648,14,0.521131,1.77285,2.16648,327.392,29.4996,8.73059,17.6067,1.68679,26.8712,13.6465,5.5107,13.9922,2.25996,11,0.53822,2.00825,1.91439,539.338,45.233,15.0651,36.0841,1.44891,37.6598,18.3433,7.21009,18.133,2.44986,16,0.441202,1.43319,2.10835,332.82,74.5649,12.1846,19.1987,1.95477,28.3926,16.8933,5.09548,10.5985,2.43887,11,0.561249,1.93031,2.8801,456.504,67.9656,14.055,23.7413,1.90987,37.1581,21.1205,7.97849,16.803,2.51952,15,0.518228,1.92946,2.66711,696.227,52.7736,30.9584,22.2912,2.55654,49.8608,19.4772,9.80747,18.4037,3.00951,14,0.573394,2.07715,4.13145
gr00t_wbc_h074_p000,1026,fell,60.88,13,14.9298,8.61774,1.38167,2.50689,361.835,36.0017,9.0236,15.0339,2.5743,32.2184,16.7085,6.59241,10.7679,2.21668,14,0.50296,1.42839,1.49299,289.421,22.7926,7.05944,17.6074,2.39309,24.1603,10.7095,4.67382,9.75868,2.00303,11,0.500215,1.58924,1.60702,154.237,24.9338,4.66266,18.997,2.33815,12.4652,7.2714,2.99289,5.79297,1.44184,6,0.482075,1.42336,1.2172,86.3163,12.5904,3.3354,10.9947,2.13883,7.36295,3.51921,1.88203,3.76107,1.29056,4,0.507723,1.91988,1.71292,340.01,32.8751,8.02524,14.3091,1.42069,28.779,13.7935,5.61362,10.4686,1.58561,14,0.399587,1.46361,1.43664,259.997,26.4985,6.90551,19.0499,1.64486,19.863,10.2258,3.85567,9.3395,1.37616,11,0.500774,1.50488,1.30971,224.973,29.8368,12.6664,56.3989,3.84986,19.9064,8.49976,4.49221,10.9135,2.88857,10,0.463543,1.89288,1.56285,300.984,28.3652,11.9848,24.1152,2.47281,24.5633,13.3131,4.96393,9.70382,2.17769,11,0.354112,1.64412,1.62536,257.121,36.5498,6.16053,15.9679,3.43573,18.4118,11.0324,3.73199,6.96762,1.49144,9,0.546124,1.47658,1.29227,441.914,46.7169,35.6815,125.341,2.8793,36.687,15.7593,6.52357,20.3293,4.39904,15,0.560648,1.65355,1.57958,196.845,23.6359,3.97525,17.8419,2.86615,18.6847,10.549,3.3252,7.0925,2.42335,7,0.550459,1.65579,1.99626,410.707,37.991,9.42493,23.5107,1.68452,33.4605,15.3535,6.34761,12.9191,2.69168,17,0.431454,1.58491,1.64675,1951.09,227.236,169.437,192.298,26.0684,66.1299,35.7243,17.8176,48.6081,15.7862,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr00t_wbc_h074_p000,1027,fell,31.6,7,45.971,10.9661,2.63861,3.22769,354.484,42.7713,7.8098,17.2813,1.82847,31.8993,17.0758,5.51679,12.5576,2.01186,15,0.442442,1.47936,1.89452,412.651,51.1139,12.7932,39.6589,2.69306,32.8018,20.3151,5.81258,13.9423,2.47117,14,0.515339,1.70012,1.91307,470.584,58.9966,16.6823,119.217,5.17788,39.4305,20.5084,7.85334,20.4657,4.5975,16,0.49346,1.62029,2.22638,453.885,40.1425,9.37022,21.4147,1.65807,34.9433,14.8578,6.97221,18.2612,2.85128,16,0.510507,1.67355,1.69017,447.095,63.4551,12.1888,28.6546,1.87404,29.5259,14.9776,5.57916,13.3458,2.12248,11,0.60808,1.58682,2.14944,491.307,70.0462,14.265,48.8389,2.11493,41.3796,23.1617,7.1207,20.601,3.33161,16,0.43699,1.58659,2.76543,3265.88,166.392,119.854,29.1626,0.509348,139.368,39.6579,22.2308,28.0738,3.10497,8,0.464522,2.21256,11.9881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr00t_wbc_h074_p000,1028,complete,90,18,7.65826,3.90684,0.0409559,0.0641839,334.112,33.4989,7.1919,14.8834,1.88288,29.298,16.9777,5.54027,12.2615,2.10026,15,0.499154,1.39534,1.58777,329.145,32.6866,8.35011,18.6473,3.08919,26.2304,14.5687,4.48895,12.7699,2.0233,11,0.616121,1.87047,1.88321,357.125,54.8353,8.43875,17.3541,1.12937,28.6573,16.8309,4.60814,9.51293,1.80782,10,0.485173,1.52274,2.74121,389.987,34.4908,8.83167,21.5848,1.8008,31.4374,15.8782,6.25098,14.3422,2.18469,18,0.40373,1.56761,1.82744,142.397,10.7594,4.39846,17.1562,1.81115,14.3531,7.08362,2.585,8.12868,1.54363,6,0.410055,1.32397,1.44707,287.716,25.8827,7.83963,19.1442,1.81628,23.5924,15.7449,4.46145,10.6841,1.75726,14,0.392265,1.2564,1.77902,523.604,67.3253,16.1053,23.1379,2.32148,37.8886,20.0961,7.73279,17.0641,2.73593,16,0.459205,1.48142,2.18187,475.587,47.8957,12.0082,64.3329,2.68444,35.6337,20.4501,6.21026,18.0495,3.77196,18,0.579042,1.49084,1.93924,412.041,48.0272,17.4943,134.559,4.67978,29.5065,15.1191,6.46185,19.3063,4.84608,13,0.425141,1.14923,1.67342,299.259,25.3617,9.09361,19.4244,1.60439,25.8788,11.9572,4.77279,12.2795,2.46674,14,0.481408,1.61305,1.6837,451.74,44.4451,15.5795,38.9448,1.83976,34.3957,16.028,6.6623,18.1949,3.32783,14,0.503912,1.72128,1.96614,184.899,19.225,9.00237,135.407,3.72673,14.4613,7.70613,2.77744,21.1138,3.36369,6,0.437021,1.18451,1.12353,734.46,93.8477,26.871,29.2777,0.966858,54.0467,26.2049,9.95886,23.2013,3.39937,14,0.636899,1.53137,3.55461,438.421,43.2277,12.2877,18.0219,1.93176,33.8846,17.5259,6.73791,15.0745,2.45388,15,0.535481,1.88766,1.93288,884.779,108.194,35.8895,26.5413,2.26778,53.1502,26.1205,10.0207,16.4053,3.33893,15,0.700945,2.42654,3.56463,643.579,70.9068,16.3881,29.8472,2.43934,47.7546,24.3061,8.49587,15.7317,3.09502,18,0.574264,2.14196,2.10431,700.996,57.9039,23.6373,29.014,1.69139,47.0422,20.6704,9.2793,12.1426,3.43409,17,0.511229,1.77027,2.38085,593.541,125.963,23.3273,43.691,1.40668,44.1464,28.4929,7.34817,15.2352,2.9952,13,0.658499,2.30859,3.96083
gr00t_wbc_h074_p000,1029,fell,81.68,17,20.3817,7.31173,2.03942,3.38031,182.17,28.505,6.75746,14.0574,2.39056,15.1162,8.98867,3.07469,7.2252,1.42167,6,0.605806,1.42273,1.5315,376.369,46.3791,10.8437,30.6612,2.12493,28.5727,19.2461,5.47623,13.5233,2.24737,13,0.595956,1.97339,2.09863,282.417,33.8442,9.13199,24.7173,1.55533,22.8887,10.7012,4.71355,6.93127,1.97457,11,0.450884,1.77396,1.65253,329.9,29.8348,9.48017,25.3509,2.08471,26.4655,13.3582,4.65352,8.36166,2.15973,11,0.419962,1.66223,1.86919,238.868,25.1747,7.87082,23.5736,1.58205,20.2123,9.7928,4.05449,6.64459,1.51929,12,0.474734,1.70046,1.41657,271.943,52.5803,11.0689,29.5236,1.47759,21.2851,13.7475,3.93456,8.16538,1.81798,8,0.574013,1.83171,2.33729,512.904,50.2509,23.4061,54.1224,1.96055,38.5858,17.7459,7.19742,18.4281,3.52233,15,0.479048,1.80338,2.10558,292.854,27.8268,7.65051,22.0747,1.33128,23.194,11.1809,4.73901,9.30102,1.8519,11,0.487543,1.9428,1.56422,458.069,45.6983,14.8526,30.7116,1.23268,35.9327,18.3422,6.50825,12.3442,2.03077,12,0.442451,1.66785,2.42879,406.131,31.2953,14.683,19.9393,1.68782,34.2374,15.315,6.94898,9.92659,2.27144,14,0.500735,1.82432,1.81728,550.064,58.3964,17.5582,28.232,1.78606,40.5715,20.3611,8.33699,11.5867,3.03439,18,0.465792,1.69023,2.31242,538.582,69.5706,19.995,21.4097,2.17354,39.9076,20.8298,8.06689,11.396,3.2319,13,0.582507,2.45597,2.99695,282.257,36.8561,7.89577,11.7876,2.49202,18.8377,10.5544,3.45042,5.73396,1.95694,9,0.573941,1.87875,2.20338,209.626,37.0258,7.27251,17.9075,2.23377,16.5566,10.9725,3.26779,6.46684,2.13545,9,0.51383,1.92183,2.11459,358.239,27.6583,11.5739,25.8085,1.18155,29.1434,14.16,5.79582,12.1167,2.43813,13,0.509323,1.83622,1.91286,914.844,105.948,59.0689,50.6234,1.99829,57.5627,31.4392,11.2117,20.7755,3.9871,17,0.487657,1.68557,3.30888,3582.93,250.441,117.956,38.3815,0.83946,144.191,52.3682,25.1312,36.3102,4.86165,6,0.0902049,2.38018,28.8359,,,,,,,,,,,,,,
gr00t_wbc_h074_p000,1030,complete,90,18,6.79755,2.33188,0.0138582,0.0132966,407.635,53.6068,8.86038,27.2441,1.87164,32.7858,18.9967,5.98392,13.4362,2.64891,16,0.459374,1.7027,1.74455,160.394,19.8695,4.43316,14.4904,1.6632,13.3744,7.2363,2.94849,6.47341,1.18736,8,0.50461,1.57043,1.1987,328.208,34.9605,15.298,86.0456,2.33825,29.2853,14.9629,6.07416,15.8856,2.68632,14,0.420685,1.59872,1.25108,438.669,45.4397,17.7392,39.3779,1.83556,32.9337,17.3855,6.50288,19.2384,3.25741,16,0.510073,1.83328,1.70969,487.055,61.0543,15.2543,33.6922,1.94984,35.5199,18.6641,7.21972,18.4436,3.16641,16,0.544632,2.32017,2.37371,294.061,34.629,8.1421,50.7928,12.6093,19.7667,12.02,4.23406,14.3408,8.84763,8,0.573661,2.61261,2.31479,620.872,71.9908,20.328,36.0008,2.19402,47.5294,22.028,8.77464,22.4465,3.19541,18,0.447194,1.78444,2.31315,497.968,58.5894,18.7876,66.5548,1.7678,34.6228,21.0771,6.65032,16.5765,3.5104,12,0.495728,2.11676,2.85669,310.942,39.2874,9.83816,21.4854,2.25762,27.0287,13.1702,5.14536,9.96838,2.01396,13,0.471728,1.99759,1.65759,653.524,65.4042,24.2718,79.7387,3.99435,43.6676,19.9878,8.24949,19.713,5.10167,19,0.458857,1.63399,2.31805,693.701,88.9865,22.9271,39.7493,1.82772,46.5068,22.6175,8.05589,14.6523,3.77766,19,0.526872,1.64033,2.21374,412.069,39.2339,35.8672,146.486,7.01936,31.8197,14.9049,7.03812,20.2732,6.14703,12,0.59506,2.55218,2.92528,447.642,84.5954,16.8523,26.1933,2.71502,31.2386,17.7256,5.64101,13.3302,1.93901,12,0.550093,1.93461,3.2692,306.619,56.8552,13.7638,21.649,1.86114,22.0418,15.6946,4.48351,10.134,1.46638,14,0.470099,1.49281,1.31403,340.409,36.8915,14.5813,19.0066,2.08097,25.6251,9.9698,6.20059,11.2052,1.94176,11,0.531527,2.35598,2.16943,160.889,23.8198,6.36169,19.9094,1.60357,11.4198,8.41361,2.47652,6.54441,1.18249,7,0.539702,1.60688,1.47192,824.16,126.066,35.6455,35.2905,1.91236,49.7455,25.9458,10.1734,22.1902,2.80245,14,0.629877,2.01884,4.40588,269.65,47.3998,12.9104,26.8521,1.96118,23.7296,14.9832,4.95064,11.6534,2.21633,10,0.49458,1.91466,2.34617
gr00t_wbc_h074_p000,1031,complete,90,18,7.451,2.96363,0.0203708,0.0288113,391.665,51.0385,9.18721,14.759,2.13871,31.8626,20.8786,5.88466,10.108,2.32165,13,0.474549,1.39204,1.99861,422.319,41.4102,12.9933,52.2308,2.42623,29.5472,16.6184,5.38797,15.9315,2.62332,17,0.504443,1.56803,1.69117,349.908,35.9916,11.1865,17.3163,2.46588,26.8973,14.7567,5.05002,12.9067,2.53694,13,0.508002,1.31673,1.72891,484.19,53.3568,13.7577,26.4619,1.33589,35.398,19.9259,7.06204,13.1341,2.5127,14,0.460581,1.63162,2.11975,644.338,78.8721,27.5352,32.0646,2.6322,41.9152,23.8759,8.48853,15.679,2.67745,13,0.46015,1.51913,2.80427,435.842,45.8906,16.8932,32.928,2.49815,31.0868,15.8995,5.9815,15.039,3.14806,10,0.578773,2.21641,3.0981,511.376,55.989,15.2567,23.8956,2.08298,36.3819,19.1597,7.49021,16.583,2.80542,16,0.482499,1.55372,2.0596,193.318,15.0356,8.5561,21.8815,1.98999,15.5984,6.53677,3.79371,9.15944,1.76956,9,0.412336,1.32022,1.14376,364.343,44.9968,11.0267,24.1349,1.46762,29.1749,17.2344,5.66166,12.1572,1.81948,13,0.400648,1.33762,1.76138,261.596,32.8811,7.88849,26.6087,1.77563,20.5689,11.3867,4.38907,10.4494,1.59626,9,0.502125,2.43603,1.88374,420.656,47.1664,11.5,24.2881,1.405,31.097,17.9576,6.7298,13.268,2.09342,13,0.529205,2.28709,1.87868,222.271,20.745,6.13976,23.667,1.45214,19.6663,9.65263,3.20766,7.34723,1.43459,9,0.450412,1.57069,1.38843,520.505,78.881,44.5986,76.7036,2.38747,39.1356,18.949,8.89741,25.0097,4.09795,14,0.622516,2.29031,2.5652,193.483,31.6746,39.2264,58.4415,2.24461,15.3426,8.07622,3.59332,12.5736,2.25901,8,0.499767,1.42381,1.15624,495.441,60.9101,13.6001,21.19,1.89811,33.2721,17.4869,8.15503,16.5349,1.99157,15,0.508578,2.03913,2.09328,583.915,69.2305,15.3651,21.5413,1.29372,41.8193,21.9343,7.10902,17.0261,2.09489,14,0.465652,1.61385,2.33809,351.292,38.4911,16.8053,138.284,11.7514,25.8022,13.4214,5.47427,21.7092,7.48143,11,0.57989,1.99857,2.02571,442.774,45.8544,35.6835,262.684,11.9101,39.0869,15.8163,8.227,46.7146,10.0978,13,0.552824,1.87901,2.45442
gr00t_wbc_h074_p000,1032,complete,90,18,8.37402,3.00661,0.0370386,0.0448681,187.195,20.9861,4.17373,15.8525,2.34351,17.2252,10.3589,3.36032,5.99383,1.26495,9,0.475056,1.50774,1.7522,191.272,11.2291,5.1743,13.4173,1.31733,18.1776,7.85094,3.23622,9.79648,1.32371,9,0.40577,1.30917,1.1389,188.14,19.9919,7.66508,25.1544,2.47133,14.5552,8.57395,3.22628,9.91102,2.11984,7,0.473336,1.53291,1.69413,380.111,44.0891,11.4112,49.0917,2.25087,33.6689,17.8776,5.92213,17.4864,3.10366,16,0.481305,1.5855,1.54206,374.579,39.249,9.72419,15.7042,2.37307,29.8777,17.0398,6.11346,15.4278,2.72702,15,0.454358,1.61432,1.40113,533.499,62.0888,11.4687,16.9524,1.81188,40.5438,20.7999,7.52869,18.811,2.89531,14,0.548733,1.78161,2.50057,612.186,62.7685,17.966,22.791,3.42357,45.2703,20.2468,9.04699,22.3757,3.8457,17,0.4879,2.04647,2.37645,415.234,43.6936,13.4164,66.266,3.22735,29.9427,19.2223,5.32199,14.6147,3.3997,14,0.588061,2.06422,2.25466,369.673,43.5627,14.7105,81.8647,9.71898,26.5557,16.546,5.42014,12.7477,5.4098,9,0.408718,1.48572,2.38373,485.326,60.2955,17.0936,35.3123,2.11156,37.3034,16.6267,7.86511,14.7863,2.90971,17,0.459182,1.5239,1.48582,518.203,56.6698,16.8027,27.3837,1.35173,38.8349,18.6658,7.93819,11.7209,2.61787,16,0.653786,1.9619,2.19278,375.75,45.0321,16.2953,22.6338,1.86888,30.5938,15.4096,6.73237,8.8487,1.86134,10,0.66548,2.65756,3.68413,354.339,42.1049,10.9214,26.1367,1.95089,31.9215,15.8474,6.24926,13.285,2.21251,16,0.422318,1.92786,2.11323,1717.55,207.811,70.5493,39.4449,1.92166,95.942,48.7951,19.2253,25.9721,4.31402,17,0.48218,2.55862,6.70885,933.279,150.988,39.618,105.315,7.85479,66.1191,38.7856,11.1242,36.2329,7.51575,15,0.552847,1.95658,3.80777,897.238,159.296,23.8916,47.3366,1.64416,60.9748,40.2718,8.93764,18.9116,3.18513,17,0.61658,2.11674,3.5848,439.812,52.9285,15.2774,82.0997,2.3717,32.3929,13.7461,7.29427,13.0074,2.85601,12,0.615372,2.42888,2.6989,492.948,68.6418,15.3577,25.7004,3.17384,34.6121,21.3195,6.42502,15.4452,4.01005,12,0.689135,1.77385,2.31664
gr00t_wbc_h074_p000,1033,fell,64.76,13,80.9068,16.1089,3.2362,4.25224,102.853,20.8817,3.6092,20.2534,1.77821,11.3842,7.94856,2.30452,5.19369,1.01173,6,0.464096,1.25332,1.42207,298.528,24.1135,10.49,43.5021,2.24274,26.0457,11.6523,4.73139,14.57,1.99034,14,0.477622,1.53648,1.28419,588.449,64.1026,18.2188,53.1775,2.98182,46.4487,20.6353,9.20022,23.4444,4.277,15,0.589159,2.57984,2.98305,381.071,41.7189,7.57591,22.5228,1.35459,29.0891,13.0189,5.51714,13.8407,2.00256,10,0.486535,1.61035,2.1794,460.574,89.7743,19.3162,28.2261,1.82501,38.256,23.0455,6.40996,17.1856,1.95528,13,0.566977,2.34159,3.07617,243.632,20.0146,7.91042,24.662,2.76631,17.4378,11.5104,3.17223,7.96058,1.32581,10,0.443422,1.41467,1.25873,479.898,59.7446,14.4309,28.8729,2.55785,36.4908,19.9608,6.40797,13.5078,2.41157,16,0.5308,1.85144,2.13332,252.753,33.1615,7.81553,22.6684,2.18759,19.6294,12.7806,3.69663,8.43842,1.84536,11,0.438738,1.36012,1.234,781.638,97.2997,49.5739,47.981,2.15507,47.8572,23.744,10.0688,16.8154,3.19088,11,0.381503,1.66731,4.6772,369.809,60.4737,13.0513,23.1111,2.78121,31.3033,20.4449,5.99698,13.2751,2.7165,17,0.476045,1.33833,1.54231,327.341,42.4357,18.5425,62.6555,3.16541,23.7795,14.2438,4.68787,10.5193,4.32932,10,0.554905,1.59564,1.67861,229.584,19.1863,12.252,61.432,8.51189,18.6914,8.52567,4.28347,11.7103,5.8952,12,0.385629,1.15112,1.12262,6658.04,1312.26,376.714,349.04,21.1969,299.007,169.85,56.6357,109.029,34.1741,5,1.03056,0.784216,7.31359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
